task_id,condition,injected_failure_type,af_class,af_score,combined_pass_at_k,recovery_successful,recovery_steps,termination_reason,wall_time_s,timestamp
HumanEval/2,A,ctx_overflow,ERROR,,,,,Expecting value: line 31 column 1 (char 165),28.96,2026-04-23T00:31:49.349606+00:00
HumanEval/2,A,timeout,ERROR,,,,,Expecting value: line 77 column 1 (char 418),60.81,2026-04-23T00:32:50.156801+00:00
HumanEval/2,C,hallucination,ERROR,,,,,Expecting value: line 207 column 1 (char 1133),83.83,2026-04-23T00:34:13.988018+00:00
HumanEval/2,C,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,324.25,2026-04-23T00:39:38.242849+00:00
HumanEval/2,C,timeout,correct,-0.005500,0.000000,True,2,G5_PLATEAU: af_delta=-0.0550 < 0.05,241.94,2026-04-23T00:43:40.185737+00:00
HumanEval/3,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,302.63,2026-04-23T00:48:42.820109+00:00
HumanEval/3,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,238.25,2026-04-23T00:52:41.070363+00:00
HumanEval/3,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,131.92,2026-04-23T00:54:52.991711+00:00
HumanEval/3,C,hallucination,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,512.35,2026-04-23T01:03:25.338392+00:00
HumanEval/3,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,178.32,2026-04-23T01:06:23.658016+00:00
HumanEval/3,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,181.31,2026-04-23T01:09:24.970341+00:00
HumanEval/4,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,83.14,2026-04-23T01:10:48.114468+00:00
HumanEval/4,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,154.87,2026-04-23T01:13:22.986981+00:00
HumanEval/4,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,120.40,2026-04-23T01:15:23.387080+00:00
HumanEval/4,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,161.00,2026-04-23T01:18:04.383492+00:00
HumanEval/4,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,218.66,2026-04-23T01:21:43.046767+00:00
HumanEval/4,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,239.62,2026-04-23T01:25:42.664085+00:00
HumanEval/5,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,115.95,2026-04-23T01:27:38.619652+00:00
HumanEval/5,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,223.72,2026-04-23T01:31:22.344303+00:00
HumanEval/5,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,143.93,2026-04-23T01:33:46.279414+00:00
HumanEval/5,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,292.53,2026-04-23T01:38:38.812372+00:00
HumanEval/5,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,290.60,2026-04-23T01:43:29.413102+00:00
HumanEval/5,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,156.00,2026-04-23T01:46:05.418358+00:00
HumanEval/6,A,hallucination,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,169.02,2026-04-23T01:48:54.441883+00:00
HumanEval/6,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,127.36,2026-04-23T01:51:01.800476+00:00
HumanEval/6,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,122.46,2026-04-23T01:53:04.263223+00:00
HumanEval/6,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,198.11,2026-04-23T01:56:22.371609+00:00
HumanEval/6,C,ctx_overflow,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,748.58,2026-04-23T02:08:50.957976+00:00
HumanEval/6,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,289.48,2026-04-23T02:13:40.439957+00:00
HumanEval/7,A,hallucination,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,368.67,2026-04-23T02:19:49.111599+00:00
HumanEval/7,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,131.00,2026-04-23T02:22:00.114982+00:00
HumanEval/7,A,timeout,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,148.87,2026-04-23T02:24:28.987378+00:00
HumanEval/7,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,112.94,2026-04-23T02:26:21.934302+00:00
HumanEval/7,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,290.14,2026-04-23T02:31:12.075572+00:00
HumanEval/7,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,202.64,2026-04-23T02:34:34.721175+00:00
HumanEval/8,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,120.62,2026-04-23T02:36:35.342746+00:00
HumanEval/8,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,139.36,2026-04-23T02:38:54.701796+00:00
HumanEval/8,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,130.12,2026-04-23T02:41:04.821386+00:00
HumanEval/8,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,178.54,2026-04-23T02:44:03.360677+00:00
HumanEval/8,C,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,573.37,2026-04-23T02:53:36.735668+00:00
HumanEval/8,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,327.09,2026-04-23T02:59:03.825047+00:00
HumanEval/9,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,286.75,2026-04-23T03:03:50.575177+00:00
HumanEval/9,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,172.84,2026-04-23T03:06:43.420665+00:00
HumanEval/9,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,113.98,2026-04-23T03:08:37.400423+00:00
HumanEval/9,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,174.50,2026-04-23T03:11:31.903123+00:00
HumanEval/9,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,184.73,2026-04-23T03:14:36.630785+00:00
HumanEval/9,C,timeout,degraded,0.000000,0.000000,False,3,G2_CANONICAL_REGRESSION: pass@k=0.000,773.27,2026-04-23T03:27:29.900282+00:00
HumanEval/10,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,71.64,2026-04-23T03:28:41.543773+00:00
HumanEval/10,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,162.90,2026-04-23T03:31:24.446399+00:00
HumanEval/10,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,115.75,2026-04-23T03:33:20.197769+00:00
HumanEval/10,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,228.31,2026-04-23T03:37:08.513327+00:00
HumanEval/10,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,488.37,2026-04-23T03:45:16.881305+00:00
HumanEval/10,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,189.89,2026-04-23T03:48:26.774588+00:00
HumanEval/11,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,215.46,2026-04-23T03:52:02.232204+00:00
HumanEval/11,A,ctx_overflow,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,226.35,2026-04-23T03:55:48.587586+00:00
HumanEval/11,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,145.18,2026-04-23T03:58:13.766048+00:00
HumanEval/11,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,215.45,2026-04-23T04:01:49.220346+00:00
HumanEval/11,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,374.99,2026-04-23T04:08:04.207260+00:00
HumanEval/11,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,270.88,2026-04-23T04:12:35.090255+00:00
HumanEval/12,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,144.96,2026-04-23T04:15:00.050908+00:00
HumanEval/12,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,370.92,2026-04-23T04:21:10.967935+00:00
HumanEval/12,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,182.24,2026-04-23T04:24:13.210979+00:00
HumanEval/12,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,184.49,2026-04-23T04:27:17.698880+00:00
HumanEval/12,C,ctx_overflow,correct,-0.015400,0.000000,True,2,G5_PLATEAU: af_delta=-0.1540 < 0.05,425.50,2026-04-23T04:34:23.199014+00:00
HumanEval/12,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,181.51,2026-04-23T04:37:24.710636+00:00
HumanEval/13,A,hallucination,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,241.40,2026-04-23T04:41:26.107076+00:00
HumanEval/13,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,127.93,2026-04-23T04:43:34.037245+00:00
HumanEval/13,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,117.91,2026-04-23T04:45:31.945886+00:00
HumanEval/13,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,170.86,2026-04-23T04:48:22.805387+00:00
HumanEval/13,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,219.14,2026-04-23T04:52:01.942971+00:00
HumanEval/13,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,195.58,2026-04-23T04:55:17.526304+00:00
HumanEval/14,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,165.58,2026-04-23T04:58:03.105736+00:00
HumanEval/14,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,172.09,2026-04-23T05:00:55.198482+00:00
HumanEval/14,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,276.75,2026-04-23T05:05:31.946185+00:00
HumanEval/14,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,192.67,2026-04-23T05:08:44.622470+00:00
HumanEval/14,C,ctx_overflow,correct,-0.012571,0.000000,True,3,G5_PLATEAU: af_delta=-0.1257 < 0.05,869.18,2026-04-23T05:23:13.799277+00:00
HumanEval/14,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,126.95,2026-04-23T05:25:20.750893+00:00
HumanEval/15,A,hallucination,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,538.09,2026-04-23T05:34:18.846499+00:00
HumanEval/15,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,114.85,2026-04-23T05:36:13.701172+00:00
HumanEval/15,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,123.48,2026-04-23T05:38:17.183507+00:00
HumanEval/15,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,275.68,2026-04-23T05:42:52.862127+00:00
HumanEval/15,C,ctx_overflow,correct,-0.017286,0.000000,True,2,G5_PLATEAU: af_delta=-0.1729 < 0.05,535.45,2026-04-23T05:51:48.314788+00:00
HumanEval/15,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,669.79,2026-04-23T06:02:58.105865+00:00
HumanEval/16,A,hallucination,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,196.84,2026-04-23T06:06:14.948180+00:00
HumanEval/16,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,156.33,2026-04-23T06:08:51.273707+00:00
HumanEval/16,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,116.73,2026-04-23T06:10:48.000260+00:00
HumanEval/16,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,304.39,2026-04-23T06:15:52.387958+00:00
HumanEval/16,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,169.11,2026-04-23T06:18:41.497243+00:00
HumanEval/16,C,timeout,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,364.30,2026-04-23T06:24:45.792937+00:00
HumanEval/17,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,154.22,2026-04-23T06:27:20.014587+00:00
HumanEval/17,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,145.15,2026-04-23T06:29:45.170453+00:00
HumanEval/17,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,123.62,2026-04-23T06:31:48.789853+00:00
HumanEval/17,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,159.42,2026-04-23T06:34:28.209275+00:00
HumanEval/17,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,179.30,2026-04-23T06:37:27.507312+00:00
HumanEval/17,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,306.05,2026-04-23T06:42:33.562985+00:00
HumanEval/18,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,113.11,2026-04-23T06:44:26.674037+00:00
HumanEval/18,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,124.77,2026-04-23T06:46:31.442057+00:00
HumanEval/18,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,128.93,2026-04-23T06:48:40.373769+00:00
HumanEval/18,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,271.40,2026-04-23T06:53:11.778142+00:00
HumanEval/18,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,369.27,2026-04-23T06:59:21.048718+00:00
HumanEval/18,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,141.23,2026-04-23T07:01:42.283954+00:00
HumanEval/19,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,150.04,2026-04-23T07:04:12.327520+00:00
HumanEval/19,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,123.96,2026-04-23T07:06:16.285872+00:00
HumanEval/19,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,121.08,2026-04-23T07:08:17.371209+00:00
HumanEval/19,C,hallucination,ERROR,,,,,Connection error.,126.50,2026-04-23T07:10:23.875236+00:00
HumanEval/19,C,ctx_overflow,ERROR,,,,,Connection error.,1.47,2026-04-23T07:10:25.350343+00:00
HumanEval/19,C,timeout,ERROR,,,,,Connection error.,1.35,2026-04-23T07:10:26.705031+00:00
HumanEval/20,A,hallucination,ERROR,,,,,Connection error.,1.42,2026-04-23T07:10:28.122103+00:00
HumanEval/20,A,ctx_overflow,ERROR,,,,,Connection error.,1.51,2026-04-23T07:10:29.630539+00:00
HumanEval/20,A,timeout,ERROR,,,,,Connection error.,1.42,2026-04-23T07:10:31.046635+00:00
HumanEval/20,C,hallucination,ERROR,,,,,Connection error.,1.38,2026-04-23T07:10:32.425269+00:00
HumanEval/20,C,ctx_overflow,ERROR,,,,,Connection error.,1.45,2026-04-23T07:10:33.879540+00:00
HumanEval/20,C,timeout,ERROR,,,,,Connection error.,1.53,2026-04-23T07:10:35.410232+00:00
HumanEval/21,A,hallucination,ERROR,,,,,Connection error.,1.42,2026-04-23T07:10:36.826751+00:00
HumanEval/21,A,ctx_overflow,ERROR,,,,,Connection error.,1.58,2026-04-23T07:10:38.405796+00:00
HumanEval/21,A,timeout,ERROR,,,,,Connection error.,1.47,2026-04-23T07:10:39.875903+00:00
HumanEval/21,C,hallucination,ERROR,,,,,Connection error.,1.45,2026-04-23T07:10:41.322036+00:00
HumanEval/21,C,ctx_overflow,ERROR,,,,,Connection error.,1.26,2026-04-23T07:10:42.579044+00:00
HumanEval/21,C,timeout,ERROR,,,,,Connection error.,1.56,2026-04-23T07:10:44.139797+00:00
HumanEval/22,A,hallucination,ERROR,,,,,Connection error.,1.36,2026-04-23T07:10:45.499498+00:00
HumanEval/22,A,ctx_overflow,ERROR,,,,,Connection error.,1.42,2026-04-23T07:10:46.918177+00:00
HumanEval/22,A,timeout,ERROR,,,,,Connection error.,1.45,2026-04-23T07:10:48.372354+00:00
HumanEval/22,C,hallucination,ERROR,,,,,Connection error.,1.34,2026-04-23T07:10:49.715265+00:00
HumanEval/22,C,ctx_overflow,ERROR,,,,,Connection error.,1.41,2026-04-23T07:10:51.122375+00:00
HumanEval/22,C,timeout,ERROR,,,,,Connection error.,1.51,2026-04-23T07:10:52.637500+00:00
HumanEval/23,A,hallucination,ERROR,,,,,Connection error.,1.37,2026-04-23T07:10:54.007214+00:00
HumanEval/23,A,ctx_overflow,ERROR,,,,,Connection error.,1.35,2026-04-23T07:10:55.359563+00:00
HumanEval/23,A,timeout,ERROR,,,,,Connection error.,1.27,2026-04-23T07:10:56.632526+00:00
HumanEval/23,C,hallucination,ERROR,,,,,Connection error.,1.40,2026-04-23T07:10:58.031768+00:00
HumanEval/23,C,ctx_overflow,ERROR,,,,,Connection error.,1.43,2026-04-23T07:10:59.465395+00:00
HumanEval/23,C,timeout,ERROR,,,,,Connection error.,1.30,2026-04-23T07:11:00.762654+00:00
HumanEval/24,A,hallucination,ERROR,,,,,Connection error.,1.26,2026-04-23T07:11:02.027540+00:00
HumanEval/24,A,ctx_overflow,ERROR,,,,,Connection error.,1.36,2026-04-23T07:11:03.386974+00:00
HumanEval/24,A,timeout,ERROR,,,,,Connection error.,1.31,2026-04-23T07:11:04.696472+00:00
HumanEval/24,C,hallucination,ERROR,,,,,Connection error.,1.53,2026-04-23T07:11:06.227240+00:00
HumanEval/24,C,ctx_overflow,ERROR,,,,,Connection error.,1.43,2026-04-23T07:11:07.655245+00:00
HumanEval/24,C,timeout,ERROR,,,,,Connection error.,1.43,2026-04-23T07:11:09.086650+00:00
HumanEval/25,A,hallucination,ERROR,,,,,Connection error.,8.69,2026-04-23T07:11:17.777350+00:00
HumanEval/25,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,138.05,2026-04-23T07:13:35.825519+00:00
HumanEval/25,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,196.92,2026-04-23T07:16:52.742182+00:00
HumanEval/25,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,376.05,2026-04-23T07:23:08.797491+00:00
HumanEval/25,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,501.12,2026-04-23T07:31:29.922993+00:00
HumanEval/25,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,216.53,2026-04-23T07:35:06.453080+00:00
HumanEval/26,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,111.08,2026-04-23T07:36:57.532393+00:00
HumanEval/26,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,143.19,2026-04-23T07:39:20.719510+00:00
HumanEval/26,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,139.05,2026-04-23T07:41:39.767407+00:00
HumanEval/26,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,231.61,2026-04-23T07:45:31.381432+00:00
HumanEval/26,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,176.17,2026-04-23T07:48:27.555766+00:00
HumanEval/26,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,212.20,2026-04-23T07:51:59.756609+00:00
HumanEval/27,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,125.72,2026-04-23T07:54:05.478505+00:00
HumanEval/27,A,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,148.62,2026-04-23T07:56:34.098059+00:00
HumanEval/27,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,124.22,2026-04-23T07:58:38.317395+00:00
HumanEval/27,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,145.78,2026-04-23T08:01:04.100007+00:00
HumanEval/27,C,ctx_overflow,correct,0.000000,0.000000,True,2,G5_PLATEAU: af_delta=0.0000 < 0.05,426.84,2026-04-23T08:08:10.938508+00:00
HumanEval/27,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,162.95,2026-04-23T08:10:53.889910+00:00
HumanEval/28,A,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,144.91,2026-04-23T08:13:18.797939+00:00
HumanEval/28,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,128.98,2026-04-23T08:15:27.776655+00:00
HumanEval/28,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,118.29,2026-04-23T08:17:26.068888+00:00
HumanEval/28,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,156.48,2026-04-23T08:20:02.546989+00:00
HumanEval/28,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,136.90,2026-04-23T08:22:19.447049+00:00
HumanEval/28,C,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,133.81,2026-04-23T08:24:33.257617+00:00
HumanEval/29,A,hallucination,correct,0.000000,0.000000,True,3,G5_PLATEAU: af_delta=0.0000 < 0.05,188.00,2026-04-23T08:27:41.263462+00:00
HumanEval/29,A,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,113.49,2026-04-23T08:29:34.755233+00:00
HumanEval/29,A,timeout,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,115.82,2026-04-23T08:31:30.577485+00:00
HumanEval/29,C,hallucination,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,221.63,2026-04-23T08:35:12.204705+00:00
HumanEval/29,C,ctx_overflow,correct,0.000000,0.000000,True,1,G5_PLATEAU: af_delta=0.0000 < 0.05,239.64,2026-04-23T08:39:11.849724+00:00
