task_id,condition,af_score
HumanEval/102,A,0.39054609745856783
HumanEval/103,A,0.3754159897028492
HumanEval/104,A,0.4557206090518923
HumanEval/105,A,0.2872515787949737
HumanEval/106,A,0.487526767420946
HumanEval/107,A,0.3670226023323001
HumanEval/108,A,0.47350040036811747
HumanEval/109,A,0.39512142152703067
HumanEval/110,A,0.34760201273771524
HumanEval/111,A,0.31058847726819827
HumanEval/112,A,0.3149931075965785
HumanEval/113,A,0.3730848296950789
HumanEval/114,A,0.4382577992917484
HumanEval/115,A,0.3761607800909992
HumanEval/116,A,0.6450014635420228
HumanEval/117,A,0.2958563907969851
HumanEval/118,A,0.4629408138659975
HumanEval/119,A,0.5953801365701444
HumanEval/120,A,0.37986590946322235
HumanEval/121,A,0.3886781390668304
HumanEval/122,A,0.5539007266726261
HumanEval/123,A,0.36837715778870433
HumanEval/124,A,0.3591569659260621
HumanEval/125,A,0.4927768505051046
HumanEval/126,A,0.5384916237701549
HumanEval/127,A,0.3356662896502348
HumanEval/128,A,0.36302032666595374
HumanEval/129,A,0.29494142313893057
HumanEval/130,A,0.4551124839452041
HumanEval/131,A,0.3962748686220235
HumanEval/132,A,0.4749182881371674
HumanEval/133,A,0.5518150116830817
HumanEval/134,A,0.3664700677965973
HumanEval/135,A,0.38341125777456114
HumanEval/136,A,0.4214900213203159
HumanEval/137,A,0.37344633263959404
HumanEval/138,A,0.3672912491073515
HumanEval/139,A,0.4655875000404495
HumanEval/140,A,0.4656288397347102
HumanEval/141,A,0.43994887457635906
HumanEval/142,A,0.21559743080611093
HumanEval/143,A,0.4709465236051591
HumanEval/144,A,0.4548369347792961
HumanEval/145,A,0.48707705779206567
HumanEval/146,A,0.29455746709243813
HumanEval/147,A,0.4045323460613672
HumanEval/148,A,0.4613931328884028
HumanEval/149,A,0.5051099200384597
HumanEval/150,A,0.32410690163981903
HumanEval/151,A,0.48957343276850795
HumanEval/152,A,0.513067205993479
HumanEval/153,A,0.5572455765894759
HumanEval/154,A,0.4487831670744965
HumanEval/155,A,0.48464783748011786
HumanEval/156,A,0.49443887522674257
HumanEval/157,A,0.35914216483019673
HumanEval/158,A,0.4185859050926666
HumanEval/159,A,0.6053771981737909
HumanEval/160,A,0.49569596737255317
HumanEval/161,A,0.42925534093273726
HumanEval/162,A,0.34007206337225226
HumanEval/163,A,0.24356051245258825
HumanEval/0,B,0.5834472823182926
HumanEval/1,B,0.6281832275319944
HumanEval/2,B,0.5238014984816648
HumanEval/3,B,0.42393335651163755
HumanEval/4,B,0.49928751367759294
HumanEval/5,B,0.40339828544060735
HumanEval/6,B,0.6339467305631838
HumanEval/7,B,0.6740777625428807
HumanEval/8,B,0.4129518349490558
HumanEval/9,B,0.4444602585813191
HumanEval/10,B,0.5043868879206299
HumanEval/11,B,0.4996376601871506
HumanEval/12,B,0.4926970343021024
HumanEval/13,B,0.702323165126364
HumanEval/14,B,0.6018021874302785
HumanEval/15,B,0.7297835909273509
HumanEval/16,B,0.46806904355169343
HumanEval/17,B,0.47748276956479674
HumanEval/18,B,0.4226890512276754
HumanEval/19,B,0.6336793247900875
HumanEval/20,B,0.5571271823170981
HumanEval/21,B,0.5053915577483661
HumanEval/22,B,0.5796834549260862
HumanEval/23,B,0.5860311710758761
HumanEval/24,B,0.5191901375769036
HumanEval/25,B,0.606733047517203
HumanEval/26,B,0.5365339563486015
HumanEval/27,B,0.5462413335340266
HumanEval/28,B,0.5222142130347394
HumanEval/29,B,0.5765402529919708
HumanEval/30,B,0.43720386946727346
HumanEval/31,B,0.6610570929120382
HumanEval/32,B,0.6226375973429076
HumanEval/33,B,0.45267442211673264
HumanEval/34,B,0.6054984182967289
HumanEval/35,B,0.4207540511626813
HumanEval/36,B,0.6009081690448246
HumanEval/37,B,0.6074119875131885
HumanEval/38,B,0.7021390974474123
HumanEval/39,B,0.36295209848851806
HumanEval/40,B,0.5106450641687175
HumanEval/41,B,0.5864302966594573
HumanEval/42,B,0.6387057603251618
HumanEval/43,B,0.49177937255583715
HumanEval/44,B,0.624247701211985
HumanEval/45,B,0.3408265870168462
HumanEval/46,B,0.43251425237849606
HumanEval/47,B,0.5824353243969367
HumanEval/48,B,0.3918875057084594
HumanEval/49,B,0.7431378571617306
HumanEval/50,B,0.7821536552067897
HumanEval/51,B,0.5718571438245446
HumanEval/52,B,0.5686001391324986
HumanEval/53,B,0.6704247434027439
HumanEval/54,B,0.6028579049425503
HumanEval/55,B,0.5150819879506564
HumanEval/56,B,0.4408481041595601
HumanEval/57,B,0.4359390302136059
HumanEval/58,B,0.651161065313185
HumanEval/59,B,0.7468399696368806
HumanEval/60,B,0.32818753483481966
HumanEval/61,B,0.6090008312820784
HumanEval/62,B,0.6329972172588717
HumanEval/63,B,0.3441082983653018
HumanEval/64,B,0.6357377842295244
HumanEval/65,B,0.4332735760294243
HumanEval/66,B,0.47638242542675496
HumanEval/67,B,0.5514018405458864
HumanEval/68,B,0.44520207063865397
HumanEval/69,B,0.6233561809330497
HumanEval/70,B,0.7379565255419616
HumanEval/71,B,0.6226771855932727
HumanEval/72,B,0.5209512896178297
HumanEval/73,B,0.6098738689634309
HumanEval/74,B,0.5126160797328818
HumanEval/75,B,0.41350305181712466
HumanEval/76,B,0.6137530347209195
HumanEval/77,B,0.46204675288064756
HumanEval/78,B,0.5487655513154447
HumanEval/79,B,0.4356496175428576
HumanEval/80,B,0.5244049984812965
HumanEval/81,B,0.47819172517382613
HumanEval/82,B,0.5796353420891982
HumanEval/83,B,0.6702175742106012
HumanEval/84,B,0.518745163823553
HumanEval/85,B,0.601551857370191
HumanEval/86,B,0.4106432358524093
HumanEval/87,B,0.4634533367881453
HumanEval/88,B,0.5753085702478328
HumanEval/89,B,0.722492907269324
HumanEval/90,B,0.44322563741566023
HumanEval/91,B,0.584197682806216
HumanEval/92,B,0.5731178159075601
HumanEval/93,B,0.5184500306789787
HumanEval/94,B,0.4095686638653015
HumanEval/95,B,0.662915370741025
HumanEval/96,B,0.5236959362703971
HumanEval/97,B,0.6072742618735296
HumanEval/98,B,0.5568951263665384
HumanEval/99,B,0.7172034532183033
HumanEval/100,B,0.5415061234729112
HumanEval/101,B,0.625749622633064
HumanEval/102,B,0.5333029890119385
HumanEval/103,B,0.5407698603701133
HumanEval/104,B,0.3584048814976372
HumanEval/105,B,0.5111774470823228
HumanEval/106,B,0.6879193252850289
HumanEval/107,B,0.4398163717762917
HumanEval/108,B,0.6848174430285494
HumanEval/109,B,0.49745366939225266
HumanEval/110,B,0.6231145512085426
HumanEval/111,B,0.7515487256165558
HumanEval/112,B,0.7555166558246811
HumanEval/113,B,0.585852847069719
HumanEval/114,B,0.5809325103912849
HumanEval/115,B,0.6678298171519912
HumanEval/116,B,0.4684010758611208
HumanEval/117,B,0.454906651880438
HumanEval/118,B,0.839803890675207
HumanEval/119,B,0.4741575311071652
HumanEval/120,B,0.7593345769356715
HumanEval/121,B,0.5559145150001918
HumanEval/122,B,0.7061571902147515
HumanEval/123,B,0.4166049683166083
HumanEval/124,B,0.4248064326774741
HumanEval/125,B,0.5361041283968904
HumanEval/126,B,0.4166605195466989
HumanEval/127,B,0.3977008869430747
HumanEval/128,B,0.76067486036692
HumanEval/129,B,0.5182503944210299
HumanEval/130,B,0.592041474522665
HumanEval/131,B,0.5169289194222711
HumanEval/132,B,0.6161175516331636
HumanEval/133,B,0.682141938620794
HumanEval/134,B,0.5105283421685889
HumanEval/135,B,0.5048309387647281
HumanEval/136,B,0.49393025212065955
HumanEval/137,B,0.7063460148104279
HumanEval/138,B,0.76541263239293
HumanEval/139,B,0.655141349836899
HumanEval/140,B,0.20058679097704474
HumanEval/141,B,0.752922414771945
HumanEval/142,B,0.573690955061615
HumanEval/143,B,0.5491152152689146
HumanEval/144,B,0.3977476002577229
HumanEval/145,B,0.8120599751977102
HumanEval/146,B,0.5407355587258815
HumanEval/147,B,0.4944293016298743
HumanEval/148,B,0.5305288283643316
HumanEval/149,B,0.491944441830943
HumanEval/150,B,0.6344210473076942
HumanEval/151,B,0.6764506717836188
HumanEval/152,B,0.6494982928297774
HumanEval/153,B,0.648559855793754
HumanEval/154,B,0.5882106213856811
HumanEval/155,B,0.5022305431194359
HumanEval/156,B,0.5676812480417677
HumanEval/157,B,0.39307469093282665
HumanEval/158,B,0.4208848186640699
HumanEval/159,B,0.665160718975967
HumanEval/160,B,0.5113033657577131
HumanEval/161,B,0.5672087735220191
HumanEval/162,B,0.560001991723409
HumanEval/163,B,0.5479434766301495
HumanEval/0,C,0.7915145333347469
HumanEval/1,C,0.9472380594471905
HumanEval/2,C,0.8096730402063709
HumanEval/3,C,0.7429638573747822
HumanEval/4,C,0.8745660258225706
HumanEval/5,C,0.9275533258384732
HumanEval/6,C,0.931853045577908
HumanEval/7,C,0.8151896410518592
HumanEval/8,C,0.7175005144650866
HumanEval/9,C,0.6788386978036931
HumanEval/10,C,0.7850908373702565
HumanEval/11,C,0.7915368511503102
HumanEval/12,C,0.6131218237398993
HumanEval/13,C,0.7933210346844665
HumanEval/14,C,0.9448537398683293
HumanEval/15,C,0.7710881348788723
HumanEval/16,C,0.82951459739687
HumanEval/17,C,0.905916867025558
HumanEval/18,C,0.8240253525890311
HumanEval/19,C,0.8191707622633254
HumanEval/20,C,0.792954283554737
HumanEval/21,C,0.906585852118391
HumanEval/22,C,0.9366452695345684
HumanEval/23,C,0.8665667309059341
HumanEval/24,C,0.8269223167856631
HumanEval/25,C,0.7689043199286332
HumanEval/26,C,0.8968146620733723
HumanEval/27,C,0.9785678172064171
HumanEval/28,C,0.7420981690618582
HumanEval/29,C,1.0
HumanEval/30,C,0.8139666405831641
HumanEval/31,C,0.867882866998219
HumanEval/32,C,0.9911946616263322
HumanEval/33,C,0.9504134137662328
HumanEval/34,C,0.8965015025599578
HumanEval/35,C,0.760702490451804
HumanEval/36,C,0.8538466102490372
HumanEval/37,C,0.7923074442246377
HumanEval/38,C,0.7496048413495234
HumanEval/39,C,0.7808832105376704
HumanEval/40,C,0.8511841866795953
HumanEval/41,C,0.7192622380759252
HumanEval/42,C,0.8935677217023381
HumanEval/43,C,0.8675734510172238
HumanEval/44,C,0.7927427491606485
HumanEval/45,C,0.7741523455021413
HumanEval/46,C,0.8519689453119323
HumanEval/47,C,0.8032163738780086
HumanEval/48,C,0.703874385158443
HumanEval/49,C,0.7232332316150968
HumanEval/50,C,0.6167054429551267
HumanEval/51,C,0.842824919940854
HumanEval/52,C,0.9003123451460819
HumanEval/53,C,0.9204458584527692
HumanEval/54,C,0.8362354009228473
HumanEval/55,C,0.8814094682437903
HumanEval/56,C,0.751506101819261
HumanEval/57,C,0.8333595329624541
HumanEval/58,C,1.0
HumanEval/59,C,0.8091521437840761
HumanEval/60,C,0.8457226748124556
HumanEval/61,C,0.984468358592132
HumanEval/62,C,0.7141426400034809
HumanEval/63,C,0.8030186236318382
HumanEval/64,C,0.728886917848552
HumanEval/65,C,0.9417531394352534
HumanEval/66,C,0.7159470673905013
HumanEval/67,C,0.791267799223489
HumanEval/68,C,0.9759561742254381
HumanEval/69,C,0.8469085950959385
HumanEval/70,C,0.897593880732768
HumanEval/71,C,0.7825498078891314
HumanEval/72,C,0.8339887782573292
HumanEval/73,C,0.8126252677024268
HumanEval/74,C,0.8228484037957666
HumanEval/75,C,0.8015810971262883
HumanEval/76,C,0.7184397936394197
HumanEval/77,C,0.5961263190779724
HumanEval/78,C,0.8803279829636288
HumanEval/79,C,0.8854996389922398
HumanEval/80,C,0.7942679045825607
HumanEval/81,C,0.7712822749990176
HumanEval/82,C,0.7922159582137435
HumanEval/83,C,1.0
HumanEval/84,C,0.8385386547830378
HumanEval/85,C,0.7115972925375406
HumanEval/86,C,0.9549206913889384
HumanEval/87,C,0.9232715267217855
HumanEval/88,C,0.9769668943658212
HumanEval/89,C,0.5443362591311081
HumanEval/90,C,0.8458322045201211
HumanEval/91,C,0.9115355165361051
HumanEval/92,C,0.8723457606323497
HumanEval/93,C,0.8322892012681468
HumanEval/94,C,0.7721680515814652
HumanEval/95,C,0.8706185184718702
HumanEval/96,C,0.8741407431919864
HumanEval/97,C,0.8550228466339049
HumanEval/98,C,1.0
HumanEval/99,C,0.9324651960055631
HumanEval/100,C,0.8523105730577728
HumanEval/101,C,0.7878146600867246
HumanEval/102,C,0.8602677946607797
HumanEval/103,C,0.9639621960572125
HumanEval/104,C,0.8975302070946165
HumanEval/105,C,0.7663780290857849
HumanEval/106,C,0.9885755079408143
HumanEval/107,C,0.8434316716578453
HumanEval/108,C,0.7576368420616848
HumanEval/109,C,0.8055386559190436
HumanEval/110,C,0.754228504774244
HumanEval/111,C,0.8385331247171183
HumanEval/112,C,0.7696065794241419
HumanEval/113,C,0.8767811248634313
HumanEval/114,C,0.7586856459297033
HumanEval/115,C,0.9680709654514441
HumanEval/116,C,0.7745384115877801
HumanEval/117,C,0.7561207275164159
HumanEval/118,C,0.8758943875318043
HumanEval/119,C,0.8036083887859773
HumanEval/120,C,0.8554657533424002
HumanEval/121,C,0.8492230562809548
HumanEval/122,C,0.7846276062562082
HumanEval/123,C,1.0
HumanEval/124,C,0.7345442334011202
HumanEval/125,C,0.8336703325684858
HumanEval/126,C,0.8086413286105726
HumanEval/127,C,0.9120963135446583
HumanEval/128,C,0.8956317177718487
HumanEval/129,C,1.0
HumanEval/130,C,0.7751146224682937
HumanEval/131,C,0.8445918339269458
HumanEval/132,C,0.7232077758205273
HumanEval/133,C,0.8961900969190054
HumanEval/134,C,0.8474228945721652
HumanEval/135,C,0.6825094456440499
HumanEval/136,C,0.8292798009458703
HumanEval/137,C,0.828612850458152
HumanEval/138,C,0.7882437235592674
HumanEval/139,C,0.6585134448874854
HumanEval/140,C,0.8691118856387365
HumanEval/141,C,0.8642851974623057
HumanEval/142,C,0.7950374174885988
HumanEval/143,C,0.856056751550551
HumanEval/144,C,0.8099411992022658
HumanEval/145,C,0.7743045062535688
HumanEval/146,C,0.818379482442463
HumanEval/147,C,0.7482847001276677
HumanEval/148,C,0.781987136153691
HumanEval/149,C,0.7533572803034355
HumanEval/150,C,0.8256395179432499
HumanEval/151,C,0.6906542986007431
HumanEval/152,C,0.7796940769040251
HumanEval/153,C,0.9869247498587788
HumanEval/154,C,0.692000699580066
HumanEval/155,C,0.8948819266895957
HumanEval/156,C,0.7330681122739025
HumanEval/157,C,0.9834389563704279
HumanEval/158,C,0.7375986268557302
HumanEval/159,C,0.7769071360759605
HumanEval/160,C,0.9258334613409702
HumanEval/161,C,1.0
HumanEval/162,C,0.9021634932131374
HumanEval/163,C,0.9012005054889426
HumanEval/0,D,0.544397558558104
HumanEval/1,D,0.6488883442716191
HumanEval/2,D,0.6762707426294168
HumanEval/3,D,0.7067423697533118
HumanEval/4,D,0.750804603622969
HumanEval/5,D,0.6947609060964688
HumanEval/6,D,0.5637163922153298
HumanEval/7,D,0.6822296191370345
HumanEval/8,D,0.6015416158935886
HumanEval/9,D,0.7591868573292501
HumanEval/10,D,0.5115167784463016
HumanEval/11,D,0.7085231800006544
HumanEval/12,D,0.5675564013362352
HumanEval/13,D,0.7240520938788315
HumanEval/14,D,0.7042585160581808
HumanEval/15,D,0.5178279013064995
HumanEval/16,D,0.758500670272945
HumanEval/17,D,0.7883211781965643
HumanEval/18,D,0.6002812789094023
HumanEval/19,D,0.64048817873279
HumanEval/20,D,0.6597608344796076
HumanEval/21,D,0.4382304928879851
HumanEval/22,D,0.666077665446326
HumanEval/23,D,0.6947349118839586
HumanEval/24,D,0.721751627620817
HumanEval/25,D,0.6173288087302233
HumanEval/26,D,0.6066466713498803
HumanEval/27,D,0.6117277271863599
HumanEval/28,D,0.5293029844155095
HumanEval/29,D,0.5155152743799655
HumanEval/30,D,0.7202188993627577
HumanEval/31,D,0.5163376296902055
HumanEval/32,D,0.5521174634682502
HumanEval/33,D,0.6639707642886724
HumanEval/34,D,0.41537330818344237
HumanEval/35,D,0.5979323073348212
HumanEval/36,D,0.6332554291830655
HumanEval/37,D,0.7313374103030258
HumanEval/38,D,0.7468172837730948
HumanEval/39,D,0.9458296734834502
HumanEval/40,D,0.6462510936245407
HumanEval/41,D,0.8969605781774541
HumanEval/42,D,0.6457233386074213
HumanEval/43,D,0.554641153748532
HumanEval/44,D,0.8921381331982465
HumanEval/45,D,0.6299184469571601
HumanEval/46,D,0.5872754713118024
HumanEval/47,D,0.527860440068264
HumanEval/48,D,0.8385220110491302
HumanEval/49,D,0.6743197437525121
HumanEval/50,D,0.9035331707276981
HumanEval/51,D,0.6738852030925577
HumanEval/52,D,0.7890598666452757
HumanEval/53,D,0.6517508066774529
HumanEval/54,D,0.5539582542187794
HumanEval/55,D,0.7832098439985982
HumanEval/56,D,0.5878279139472826
HumanEval/57,D,0.7690531616209357
HumanEval/58,D,0.6510928880502573
HumanEval/59,D,0.5231641374169336
HumanEval/60,D,0.5446564642573113
HumanEval/61,D,0.6111595094849904
HumanEval/62,D,0.6831751232743255
HumanEval/63,D,0.5049267802448878
HumanEval/64,D,0.6641112178819772
HumanEval/65,D,0.609261941025275
HumanEval/66,D,0.6400472002110839
HumanEval/67,D,0.5864323750561259
HumanEval/68,D,0.5302739339763379
HumanEval/69,D,0.6383322266589007
HumanEval/70,D,0.6236538687791676
HumanEval/71,D,0.7080021733738628
HumanEval/72,D,0.7021246588065088
HumanEval/73,D,0.7130393309522947
HumanEval/74,D,0.6808618573156708
HumanEval/75,D,0.6124357831509455
HumanEval/76,D,0.6349986644567158
HumanEval/77,D,0.6255109274980742
HumanEval/78,D,0.536448831975551
HumanEval/79,D,0.7081850272911496
HumanEval/80,D,0.7506774429411995
HumanEval/81,D,0.6974118382599775
HumanEval/82,D,0.764925998970729
HumanEval/83,D,0.7279954850017526
HumanEval/84,D,0.7235199887048807
HumanEval/85,D,0.6402356749904543
HumanEval/86,D,0.6257246047980323
HumanEval/87,D,0.7152837040693303
HumanEval/88,D,0.5201235234191118
HumanEval/89,D,0.5996062680769966
HumanEval/90,D,0.697678939160585
HumanEval/91,D,0.6834131764574807
HumanEval/92,D,0.6918211178485104
HumanEval/93,D,0.587158460603397
HumanEval/94,D,0.5012082071912336
HumanEval/95,D,0.46807218214939117
HumanEval/96,D,0.5652038897023193
HumanEval/97,D,0.652629479258694
HumanEval/98,D,0.42743481248285714
HumanEval/99,D,0.7652257500245536
HumanEval/100,D,0.7560980504989704
HumanEval/101,D,0.6050126830790703
HumanEval/102,D,0.587449079427341
HumanEval/103,D,0.7161571057940688
HumanEval/104,D,0.6276509860391092
HumanEval/105,D,0.6049900576709869
HumanEval/106,D,0.5202048851715807
HumanEval/107,D,0.7404520973088777
HumanEval/108,D,0.6134135321904604
HumanEval/109,D,0.6537699469819617
HumanEval/110,D,0.646627329128501
HumanEval/111,D,0.6616131731365941
HumanEval/112,D,0.7225766763121311
HumanEval/113,D,0.6381302400029655
HumanEval/114,D,0.5885633425988706
HumanEval/115,D,0.7649089953339823
HumanEval/116,D,0.538977776574127
HumanEval/117,D,0.5114236091624046
HumanEval/118,D,0.5579165785927508
HumanEval/119,D,0.7154221664006999
HumanEval/120,D,0.609476925347413
HumanEval/121,D,0.5982759294577225
HumanEval/122,D,0.772083088568019
HumanEval/123,D,0.6625285159891252
HumanEval/124,D,0.6425268974836192
HumanEval/125,D,0.7663021319626299
HumanEval/126,D,0.5378871783932664
HumanEval/127,D,0.8025864611450139
HumanEval/128,D,0.8040100432808479
HumanEval/129,D,0.6597744985483073
HumanEval/130,D,0.7694379756609184
HumanEval/131,D,0.7768445387933139
HumanEval/132,D,0.5526275884560821
HumanEval/133,D,0.6905342694995742
HumanEval/134,D,0.5101358364160608
HumanEval/135,D,0.483801770308967
HumanEval/136,D,0.6968788298313296
HumanEval/137,D,0.4542607419880217
HumanEval/138,D,0.7011985442877382
HumanEval/139,D,0.5945547879334977
HumanEval/140,D,0.5796629272153913
HumanEval/141,D,0.5412342941666299
HumanEval/142,D,0.7585260290437793
HumanEval/143,D,0.6911762351010835
HumanEval/144,D,0.7009834290757452
HumanEval/145,D,0.6569437672831353
HumanEval/146,D,0.6846367976345995
HumanEval/147,D,0.6373257174277224
HumanEval/148,D,0.6589188348335225
HumanEval/149,D,0.6608825975618257
HumanEval/150,D,0.5868532626117399
HumanEval/151,D,0.5697039668897455
HumanEval/152,D,0.6982269702021436
HumanEval/153,D,0.591719883309958
HumanEval/154,D,0.9407787051730618
HumanEval/155,D,0.6872883255042296
HumanEval/156,D,0.5218074287062031
HumanEval/157,D,0.6887761217233881
HumanEval/158,D,0.5094166205554823
HumanEval/159,D,0.6616981402305555
HumanEval/160,D,0.6693133817819278
HumanEval/161,D,0.6851109591540867
HumanEval/162,D,0.7782017152025966
HumanEval/163,D,0.6070025486942542
